gene,median_effect,mean_effect,min_effect,max_effect,q25_effect,q75_effect,frac_dep_lt_minus05,frac_dep_lt_minus03,n_cell_lines,is_strongly_essential,dep_prob_median,dep_prob_mean,frac_prob_gt_05,aml_mean_tpm_log1p,aml_median_tpm_log1p,rank_score,is_known_aml_target
EHD2,-0.006166554521769285,0.009068498387932777,-0.44410789012908936,0.7278292775154114,-0.07642978429794312,0.10026703774929047,0.0,0.06976744186046512,43,False,0.02054923214018345,0.052317917346954346,0.023255813953488372,2.4927706718444824,2.535515785217285,0.018475033394819082,False
LRRC23,-0.039503566920757294,-0.017195384949445724,-0.2784249186515808,0.21688714623451233,-0.08343970030546188,0.049932174384593964,0.0,0.0,43,False,0.026109514757990837,0.03353043273091316,0.0,2.4663796424865723,2.3084397315979004,0.018412378244102003,False
SOX12,0.02756885252892971,0.0038871807046234608,-0.7521146535873413,0.52728670835495,-0.06484600342810154,0.12262725457549095,0.046511627906976744,0.06976744186046512,43,False,0.014817518182098866,0.08061748743057251,0.046511627906976744,3.554029941558838,3.582254409790039,0.018361187550824047,False
SNED1,-0.02747793309390545,-0.03137710690498352,-0.3325003981590271,0.34080633521080017,-0.10340296477079391,0.057485392317175865,0.0,0.023255813953488372,43,False,0.02375032752752304,0.04673466086387634,0.0,0.6363351941108704,0.48223620653152466,0.018017368781012157,False
MGAT4B,-0.03781601041555405,-0.04644184187054634,-0.2667708992958069,0.17795288562774658,-0.1277795024216175,0.020486660301685333,0.0,0.0,43,False,0.02872438356280327,0.046075738966464996,0.0,6.439513206481934,6.574843883514404,0.017998842522501945,False
KIAA1217,-0.015508522279560566,-0.023807615041732788,-0.3979213535785675,0.19260002672672272,-0.07567422464489937,0.0579085499048233,0.0,0.046511627906976744,43,False,0.023725226521492004,0.039902545511722565,0.0,0.7460519671440125,0.15422552824020386,0.017878257145368778,False
CDH11,-0.037831053137779236,-0.012060798704624176,-0.2070465087890625,0.45662444829940796,-0.0770539753139019,0.02062514005228877,0.0,0.0,43,False,0.026131335645914078,0.03090200573205948,0.0,0.14853131771087646,0.03238300234079361,0.017745554819703104,False
SNCG,-0.038202617317438126,-0.02950192056596279,-0.26400601863861084,0.21981121599674225,-0.09840603917837143,0.027469624765217304,0.0,0.0,43,False,0.023882919922471046,0.0378553606569767,0.0,0.8633098602294922,0.39483681321144104,0.017669338919222358,False
MT1M,-0.036683905869722366,-0.030498256906867027,-0.2656378448009491,0.36934661865234375,-0.14084026217460632,0.048659591004252434,0.0,0.0,39,False,0.029351063072681427,0.045946333557367325,0.0,0.5541332960128784,0.0,0.01760866865515709,False
FAH,-0.036936547607183456,-0.01715034432709217,-0.2099098265171051,0.21974799036979675,-0.10445050895214081,0.05375073291361332,0.0,0.0,43,False,0.02711915224790573,0.03743591532111168,0.0,5.754404544830322,5.890673637390137,0.017486534267663955,False
PLPPR2,-0.03634552285075188,-0.023585088551044464,-0.24075905978679657,0.25589519739151,-0.09872324019670486,0.039524346590042114,0.0,0.0,43,False,0.027874134480953217,0.03669628128409386,0.0,3.278510332107544,3.559021472930908,0.017325622588396074,False
PLS1,-0.02537350356578827,-0.047295376658439636,-0.33741769194602966,0.16971546411514282,-0.09199606254696846,0.018311570398509502,0.0,0.023255813953488372,43,False,0.025089232251048088,0.04257983714342117,0.0,2.4792258739471436,2.844512939453125,0.017309487442117792,False
SCRN1,-0.03598765283823013,-0.02677668258547783,-0.2585715353488922,0.22287113964557648,-0.09807132557034492,0.07008728757500648,0.0,0.0,43,False,0.023846875876188278,0.03666992112994194,0.0,2.201864242553711,1.00743567943573,0.01677974872291088,False
TEX9,-0.02439887449145317,-0.007587411906570196,-0.3491579294204712,0.2764240503311157,-0.08167450502514839,0.05603792704641819,0.0,0.023255813953488372,43,False,0.021874135360121727,0.03692825883626938,0.0,1.8184242248535156,1.7614127397537231,0.016598126123291115,False
NECAB3,0.004002829547971487,-0.02536398358643055,-0.5148413777351379,0.1969800591468811,-0.10052231326699257,0.07223622500896454,0.023255813953488372,0.046511627906976744,43,False,0.01832609623670578,0.05162417143583298,0.023255813953488372,3.4191219806671143,3.417707681655884,0.016510547571923846,False
MANEAL,-0.02280944399535656,-0.007737415377050638,-0.3405315577983856,0.2961568832397461,-0.06234445981681347,0.07153020054101944,0.0,0.023255813953488372,43,False,0.026608604937791824,0.03265617415308952,0.0,2.855325222015381,3.506371021270752,0.01643580088261948,False
THNSL2,-0.034194715321063995,-0.0348111130297184,-0.2900641858577728,0.1851683408021927,-0.07726483792066574,0.038535311818122864,0.0,0.0,43,False,0.02677071839570999,0.04248618334531784,0.0,0.3755711615085602,0.05869182571768761,0.016354957967996596,False
RAB40B,-0.023216594010591507,-0.02789480797946453,-0.4648764431476593,0.23300325870513916,-0.08633588626980782,0.04546034149825573,0.0,0.023255813953488372,43,False,0.023221725597977638,0.045736927539110184,0.023255813953488372,2.399569511413574,2.5091137886047363,0.01625997295473204,False
FADS3,-0.023697203025221825,-0.008461222983896732,-0.3313254714012146,0.38380980491638184,-0.07979556545615196,0.044723596423864365,0.0,0.023255813953488372,43,False,0.021288637071847916,0.036958761513233185,0.0,3.3866000175476074,3.4612836837768555,0.0162589077079712,False
DSG2,-0.03437831252813339,-0.036080051213502884,-0.25985658168792725,0.22981637716293335,-0.10710376873612404,0.025003484450280666,0.0,0.0,43,False,0.024406883865594864,0.04110847786068916,0.0,1.54733407497406,0.26639291644096375,0.016192013397812843,False
SHISA4,-0.033918753266334534,-0.03383205085992813,-0.21458013355731964,0.25522366166114807,-0.12766581028699875,0.0408870168030262,0.0,0.0,43,False,0.02609848789870739,0.040472086519002914,0.0,0.9464519619941711,0.5480128526687622,0.016177350096404555,False
F12,-0.03436822071671486,-0.01175252627581358,-0.25935015082359314,0.24971215426921844,-0.10084494575858116,0.07950208708643913,0.0,0.0,43,False,0.023866504430770874,0.03664769232273102,0.0,2.0990681648254395,2.081505298614502,0.01613393872976303,False
ITGA3,-0.022907815873622894,-0.011411850340664387,-0.4912372827529907,0.28120744228363037,-0.07358124852180481,0.048506056889891624,0.0,0.023255813953488372,43,False,0.022299719974398613,0.04184076935052872,0.0,1.2902342081069946,0.966347336769104,0.016044261137586693,False
TTLL12,-0.033325280994176865,-0.025669993832707405,-0.2675328850746155,0.30531901121139526,-0.09342778101563454,0.027712605893611908,0.0,0.0,43,False,0.02697296254336834,0.04057830199599266,0.0,5.347654819488525,5.460290908813477,0.01602740865200758,False
CCL28,-0.03379086032509804,-0.04835059866309166,-0.29806241393089294,0.219992995262146,-0.12390734255313873,0.0269023971632123,0.0,0.0,43,False,0.024480778723955154,0.0423591174185276,0.0,1.5342612266540527,1.121753454208374,0.015964422002434732,False
DNALI1,-0.03297610208392143,-0.04889296367764473,-0.28109079599380493,0.16191545128822327,-0.11423585936427116,0.02309503871947527,0.0,0.0,43,False,0.02702932246029377,0.047121696174144745,0.0,0.20029468834400177,0.07824386656284332,0.01589337307959795,False
FBLN1,-0.033000849187374115,-0.02157829888164997,-0.2929665446281433,0.22329232096672058,-0.07895343005657196,0.051248952746391296,0.0,0.0,43,False,0.02440515346825123,0.034433379769325256,0.0,0.9068983793258667,0.2397667020559311,0.01564085502177477,False
ZDHHC16,-0.03113703615963459,-0.017037758603692055,-0.2913963496685028,0.5502405762672424,-0.08066195994615555,0.03568824753165245,0.0,0.0,43,False,0.028305761516094208,0.03888775408267975,0.0,4.569975852966309,4.631804466247559,0.015285390615463258,False
FNBP1L,-0.00865759328007698,-0.029595226049423218,-0.34541842341423035,0.2952350974082947,-0.11893070861697197,0.07392926886677742,0.0,0.046511627906976744,43,False,0.022203808650374413,0.04801506921648979,0.0,2.0132620334625244,2.2981529235839844,0.014985743758463583,False
CD44,-0.02024976536631584,-0.029509244486689568,-0.3794797956943512,0.16258956491947174,-0.08148697763681412,0.04963063448667526,0.0,0.023255813953488372,43,False,0.022196048870682716,0.04161156713962555,0.0,6.521867275238037,6.765305519104004,0.014970673824292282,False
FAM229B,-0.029695264995098114,-0.011934241279959679,-0.23054715991020203,0.2697910666465759,-0.09727085754275322,0.046750521287322044,0.0,0.0,43,False,0.027988163754343987,0.031077316030859947,0.0,2.1202616691589355,2.4908370971679688,0.014676922373473646,False
FLNB,-0.02968904748558998,-0.023319561034440994,-0.29678085446357727,0.3425338864326477,-0.12152529135346413,0.07271522283554077,0.0,0.0,43,False,0.02722468227148056,0.04332129284739494,0.0,4.452357769012451,4.353765964508057,0.01459808722138405,False
PYROXD2,-0.03024163842201233,-0.029039887711405754,-0.2410205453634262,0.19357708096504211,-0.103205107152462,0.03847413323819637,0.0,0.0,43,False,0.025007881224155426,0.034634705632925034,0.0,1.882094383239746,2.112797260284424,0.014597443491220476,False
LAMB3,-0.029442496597766876,-0.03335075452923775,-0.2868945598602295,0.3316723108291626,-0.09403113648295403,0.02412046492099762,0.0,0.0,43,False,0.02774028107523918,0.03896743804216385,0.0,1.2003288269042969,0.8520549535751343,0.014551026746630669,False
RAB40C,-0.017523987218737602,-0.04335163161158562,-0.4021478295326233,0.28135257959365845,-0.13803134113550186,0.02922584768384695,0.0,0.023255813953488372,43,False,0.0279792882502079,0.0578007735311985,0.023255813953488372,3.709851026535034,3.739180564880371,0.014458686503213504,False
MYO9A,-0.02976231276988983,-0.006765484344214201,-0.2825748324394226,0.3061427175998688,-0.07518068328499794,0.07246344536542892,0.0,0.0,43,False,0.02539534494280815,0.03295264020562172,0.0,2.7088217735290527,2.9255928993225098,0.014444459602236748,False
LAMP3,-0.029612354934215546,-0.014533507637679577,-0.2359561026096344,0.23761965334415436,-0.08499982580542564,0.0430330466479063,0.0,0.0,43,False,0.024050360545516014,0.03269147500395775,0.0,0.7221924066543579,0.35081619024276733,0.014249978028237822,False
DHCR24,-0.01801648922264576,-0.01624314673244953,-0.386604905128479,0.4166686534881592,-0.09406295418739319,0.074222382158041,0.0,0.023255813953488372,43,False,0.02262870781123638,0.04321158304810524,0.0,5.70438289642334,6.1935601234436035,0.014120629260879616,False
NUMBL,-0.017601849511265755,-0.0289460439234972,-0.3011922538280487,0.3496353328227997,-0.12028168141841888,0.05583353526890278,0.0,0.023255813953488372,43,False,0.023799339309334755,0.041467662900686264,0.0,2.5894198417663574,2.594613790512085,0.014071836526137452,False
NFIB,0.01004964578896761,-0.0018230577697977424,-0.6749645471572876,0.2451470047235489,-0.07832402363419533,0.08537318930029869,0.023255813953488372,0.046511627906976744,43,False,0.017669176682829857,0.04517235606908798,0.023255813953488372,0.8861492872238159,0.270796000957489,0.014026129120137803,False
SNX7,-0.02810955047607422,-0.026491312310099602,-0.2726522386074066,0.3232664465904236,-0.08670109510421753,0.04624374397099018,0.0,0.0,43,False,0.02723637968301773,0.04077715054154396,0.0,0.46252870559692383,0.11398190259933472,0.01396745815873146,False
BDH1,-0.018109332770109177,0.008917739614844322,-0.3012470602989197,0.3649621903896332,-0.08366822823882103,0.08520612865686417,0.0,0.023255813953488372,43,False,0.02038094587624073,0.035884078592061996,0.0,5.035256385803223,5.353341102600098,0.013932990486365418,False
ID1,-0.01696234568953514,-0.036650530993938446,-0.3682083189487457,0.16610202193260193,-0.11834808066487312,0.03968286141753197,0.0,0.023255813953488372,43,False,0.022713325917720795,0.04409589618444443,0.0,3.754366397857666,3.8911445140838623,0.013707433658283811,False
GALNT14,-0.01667345128953457,-0.025224873796105385,-0.3514977693557739,0.2573259174823761,-0.08199632912874222,0.04412166774272919,0.0,0.023255813953488372,43,False,0.023570924997329712,0.04315949231386185,0.0,2.0024523735046387,0.791129469871521,0.013677635806244474,False
C16ORF74,-0.016337454319000244,-0.018904542550444603,-0.382583349943161,0.29395636916160583,-0.08127181231975555,0.05362866073846817,0.0,0.023255813953488372,43,False,0.021846072748303413,0.03483615815639496,0.0,2.6204984188079834,3.5557303428649902,0.013370751793128112,False
SDHAF3,-0.004828615114092827,-0.0026296169962733984,-0.3968282639980316,0.23765653371810913,-0.09671616554260254,0.12306554242968559,0.0,0.046511627906976744,43,False,0.021256932988762856,0.0424102321267128,0.0,6.033411502838135,6.251543045043945,0.013359464925908766,False
TMEM245,-0.026536764577031136,-0.012191537767648697,-0.25987541675567627,0.3205892741680145,-0.07226234301924706,0.030594893731176853,0.0,0.0,43,False,0.0237793680280447,0.031083591282367706,0.0,4.051074028015137,4.188356876373291,0.012992642633616925,False
ARHGEF35,0.02933976612985134,-0.021967392414808273,-0.6128576993942261,0.28965428471565247,-0.13202223181724548,0.10138299316167831,0.02564102564102564,0.07692307692307693,39,False,0.016320472583174706,0.06469231098890305,0.02564102564102564,0.3602762520313263,0.05878251791000366,0.012973063883300011,False
IRX3,-0.02658981829881668,-0.020295200869441032,-0.2605230212211609,0.2962762117385864,-0.12248225137591362,0.050969356670975685,0.0,0.0,43,False,0.022423038259148598,0.04227196425199509,0.0,2.2416107654571533,1.6203680038452148,0.012878231145441532,False
SEMA4B,-0.02553701400756836,-0.026703083887696266,-0.2431613653898239,0.23231235146522522,-0.0965263620018959,0.06063162535429001,0.0,0.0,43,False,0.025488149374723434,0.039284128695726395,0.0,2.9677653312683105,3.033871650695801,0.012763620540499687,False
HES4,-0.0035344178322702646,-0.014207440428435802,-0.4670880138874054,0.3996528685092926,-0.1128123588860035,0.0611177533864975,0.0,0.046511627906976744,43,False,0.020151128992438316,0.04703667014837265,0.0,0.49097341299057007,0.1480988711118698,0.012731205613547287,False
KRTCAP3,-0.014424081891775131,-0.011593803763389587,-0.38419464230537415,0.2692960202693939,-0.07655183225870132,0.05042343586683273,0.0,0.023255813953488372,43,False,0.02257753722369671,0.03958071023225784,0.0,1.2693346738815308,1.2752165794372559,0.012678549269777397,False
PRICKLE1,-0.002884280402213335,-0.033873431384563446,-0.36182498931884766,0.1764461249113083,-0.1064482256770134,0.06059771962463856,0.0,0.046511627906976744,43,False,0.018713349476456642,0.05326034873723984,0.0,2.505324125289917,2.220773220062256,0.012327372689926347,False
SLC20A2,-0.0023104490246623755,-0.016961045563220978,-0.46181461215019226,0.2675175666809082,-0.09865501150488853,0.08037030696868896,0.0,0.046511627906976744,43,False,0.01879625953733921,0.04510961472988129,0.0,4.661238670349121,4.610925674438477,0.01210613114499422,False
DUS4L,-0.02453862689435482,-0.02106240764260292,-0.2608218491077423,0.20766772329807281,-0.10285263508558273,0.04509967565536499,0.0,0.0,43,False,0.02251446805894375,0.0356469452381134,0.0,3.322111129760742,3.2819643020629883,0.012066897563636303,False
ZBED3,-0.023853033781051636,-0.011068122461438179,-0.26043444871902466,0.25729602575302124,-0.09033389016985893,0.05337065830826759,0.0,0.0,43,False,0.02379545196890831,0.03395078703761101,0.0,2.704495668411255,2.964829444885254,0.011920758709311485,False
ITGA2,-0.02343767322599888,-0.021774228662252426,-0.28738731145858765,0.1526067852973938,-0.07968971133232117,0.044453248381614685,0.0,0.0,43,False,0.02542351372539997,0.0344758965075016,0.0,0.630125880241394,0.19074875116348267,0.011917420662939548,False
LPCAT1,-0.012134651653468609,0.0076107606291770935,-0.30247166752815247,0.4142451286315918,-0.06162158399820328,0.10387983545660973,0.0,0.023255813953488372,43,False,0.023546798154711723,0.037840835750103,0.0,4.804020881652832,4.8683366775512695,0.011859703267556289,False
ADGRL1,0.004352719523012638,0.0002694642753340304,-0.5411049723625183,0.25449156761169434,-0.0659531969577074,0.09131347760558128,0.023255813953488372,0.023255813953488372,43,False,0.018183764070272446,0.04268244653940201,0.023255813953488372,3.3159828186035156,3.3992395401000977,0.011705195574566375,False
TRAM1L1,-0.012240637093782425,-0.02325192652642727,-0.38335371017456055,0.19101369380950928,-0.11743122339248657,0.06023884005844593,0.0,0.023255813953488372,43,False,0.019897766411304474,0.042209841310977936,0.0,0.5789169073104858,0.2114061564207077,0.011537194269341093,False
EPS8L2,-0.02209152653813362,0.0009802711429074407,-0.2855645716190338,0.28637194633483887,-0.07082506269216537,0.05844171904027462,0.0,0.0,43,False,0.024191932752728462,0.03133432939648628,0.0,1.653754472732544,1.6663641929626465,0.011255803890526295,False
AMPH,0.00084388826508075,-0.01194476243108511,-0.3741450607776642,0.30719730257987976,-0.07942285016179085,0.06930539384484291,0.0,0.046511627906976744,43,False,0.02135278470814228,0.03702498972415924,0.0,0.10391881316900253,0.07153568416833878,0.011100048746177277,False
RIPK4,-0.022783922031521797,-0.032141365110874176,-0.29093170166015625,0.16209515929222107,-0.09322042390704155,0.03369760140776634,0.0,0.0,43,False,0.01979871653020382,0.03948106989264488,0.0,0.13200373947620392,0.038057997822761536,0.0110934404656291,False
VGF,-0.021481476724147797,0.007211880758404732,-0.28536349534988403,0.3222724497318268,-0.11698383837938309,0.16398990154266357,0.0,0.0,43,False,0.02436521276831627,0.0427890419960022,0.0,0.6601899862289429,0.31628215312957764,0.011029111966490746,False
MYO10,-0.022251879796385765,-0.013553855009377003,-0.21972912549972534,0.1440228372812271,-0.07491681724786758,0.0425388477742672,0.0,0.0,43,False,0.019799865782260895,0.028824836015701294,0.0,1.4524362087249756,0.7241731882095337,0.010880738496780396,False
FAM13A,-0.020759087055921555,-0.0029711744282394648,-0.20700021088123322,0.23391319811344147,-0.052432263270020485,0.0528973825275898,0.0,0.0,43,False,0.025358136743307114,0.027110593393445015,0.0,2.7863070964813232,2.7815957069396973,0.010839448496699332,False
ESYT2,-0.020446600392460823,-0.024644561111927032,-0.23616868257522583,0.19777989387512207,-0.09583726897835732,0.06892392411828041,0.0,0.0,43,False,0.02513902820646763,0.03862965852022171,0.0,5.0567474365234375,5.206089496612549,0.010692542977631092,False
NDN,-0.009369080886244774,-0.024553878232836723,-0.3196467161178589,0.21994948387145996,-0.0864514447748661,0.04832570441067219,0.0,0.023255813953488372,43,False,0.02108985371887684,0.04182414337992668,0.0,0.6752368211746216,0.04462631791830063,0.010507780517083268,False
GPR39,-0.008326101116836071,-0.01187625341117382,-0.4130207598209381,0.24983882904052734,-0.08566077426075935,0.057429948821663857,0.0,0.023255813953488372,43,False,0.023384885862469673,0.04088609293103218,0.0,0.14872018992900848,0.051954593509435654,0.01032009182367907,False
TCEA3,-0.008964973501861095,-0.00856931321322918,-0.3794272243976593,0.3151632249355316,-0.08236841857433319,0.07067868299782276,0.0,0.023255813953488372,43,False,0.01968173310160637,0.03742881491780281,0.0,1.0619977712631226,0.7070679664611816,0.01020532550160275,False
IL6,-0.00784977339208126,-0.016347527503967285,-0.32581594586372375,0.2089196890592575,-0.07639901340007782,0.04318760335445404,0.0,0.023255813953488372,43,False,0.022030727937817574,0.03699761629104614,0.0,0.44786539673805237,0.18357813358306885,0.009994144941311936,False
SSPN,0.0038894673343747854,-0.0341564379632473,-0.49334490299224854,0.2209169566631317,-0.0945504903793335,0.058486731722950935,0.0,0.046511627906976744,43,False,0.018826231360435486,0.049736060202121735,0.0,0.274017870426178,0.09982959926128387,0.009629161783688982,False
RTKN,0.015269874595105648,-0.01635708287358284,-0.4771654009819031,0.2752266824245453,-0.12386259064078331,0.09863758459687233,0.0,0.06976744186046512,43,False,0.015492742881178856,0.05360997095704079,0.0,2.2751564979553223,2.6465303897857666,0.00939481282216865,False
EMP2,-0.017849933356046677,0.0026698042638599873,-0.29625195264816284,0.2723972201347351,-0.07711321115493774,0.10493496060371399,0.0,0.0,43,False,0.02100563421845436,0.03214122727513313,0.0,1.569859504699707,0.9723912477493286,0.009240536764264107,False
GPRC5C,-0.01709190383553505,-0.011270683258771896,-0.21257106959819794,0.20069845020771027,-0.07675755769014359,0.06551998294889927,0.0,0.0,43,False,0.023622162640094757,0.031614162027835846,0.0,2.1740124225616455,2.2487363815307617,0.009198977798223497,False
TMPRSS2,-0.01615804433822632,-0.020156560465693474,-0.2693942189216614,0.2906356751918793,-0.10769738629460335,0.0692856851965189,0.0,0.0,43,False,0.023379923775792122,0.041168227791786194,0.0,0.03480737283825874,0.025062106549739838,0.00880121011286974,False
CSF2,-0.005605385173112154,-0.00840218085795641,-0.3538059592247009,0.25171658396720886,-0.08584046736359596,0.07593972980976105,0.0,0.023255813953488372,43,False,0.01890539564192295,0.03668811917304993,0.0,0.2794803977012634,0.02678607776761055,0.008783856424134831,False
QPRT,-0.01634606346487999,-0.000632517971098423,-0.16256015002727509,0.27504220604896545,-0.06511412188410759,0.02797587402164936,0.0,0.0,43,False,0.02224505878984928,0.02516981028020382,0.0,5.255475997924805,5.424503326416016,0.008762931264936925,False
CLDN15,-0.004642370622605085,-0.019836047664284706,-0.3104546368122101,0.3200483024120331,-0.08351590484380722,0.03598516434431076,0.0,0.023255813953488372,43,False,0.022063180804252625,0.03696412965655327,0.0,3.8199188709259033,3.8926992416381836,0.008714429120164971,False
TLE2,-0.016040347516536713,-0.0017532287165522575,-0.2628943622112274,0.3066156506538391,-0.09878841415047646,0.09264978393912315,0.0,0.0,43,False,0.019620753824710846,0.03087022714316845,0.0,1.0071749687194824,0.2911679446697235,0.00837821438908577,False
GAS8,-0.0031619591172784567,-0.004741291515529156,-0.32504701614379883,0.2974158823490143,-0.0837855227291584,0.062033478170633316,0.0,0.023255813953488372,43,False,0.024438628926873207,0.03646489605307579,0.0,2.806997537612915,2.7462897300720215,0.008359809330296378,False
NME4,-0.015174496918916702,-0.009494639001786709,-0.19242776930332184,0.20797520875930786,-0.09530217573046684,0.07779451832175255,0.0,0.0,43,False,0.02251121588051319,0.029163921251893044,0.0,6.7408599853515625,6.771210670471191,0.008320920355618001,False
SPEG,-0.0047128028236329556,-0.009846466593444347,-0.3297037184238434,0.28436315059661865,-0.09324206411838531,0.049983225762844086,0.0,0.023255813953488372,43,False,0.01756390556693077,0.03671221435070038,0.0,1.1042735576629639,0.5827265977859497,0.008292674476843934,False
TMEM42,-0.015210232697427273,-0.009512195363640785,-0.2766737639904022,0.30114325881004333,-0.08047996833920479,0.07738080620765686,0.0,0.0,43,False,0.021882379427552223,0.034761615097522736,0.0,3.429295063018799,3.8525679111480713,0.008272331021726132,False
ANKIB1,-0.0029871545266360044,0.006788823287934065,-0.35546213388442993,0.25342652201652527,-0.07833318784832954,0.0813228152692318,0.0,0.023255813953488372,43,False,0.018005970865488052,0.029543185606598854,0.0,3.712210178375244,3.741024971008301,0.007646621687900881,False
CAV2,-0.0024669263511896133,0.015984879806637764,-0.3801655173301697,0.37945088744163513,-0.08592391759157181,0.13170207664370537,0.0,0.023255813953488372,43,False,0.020079318434000015,0.034178514033555984,0.0,1.5089032649993896,0.6314555406570435,0.0076458651745735205,False
SMIM1,-0.0022587438579648733,-0.028092190623283386,-0.30560246109962463,0.1582653969526291,-0.11075180023908615,0.03338197059929371,0.0,0.023255813953488372,43,False,0.0204970333725214,0.0412500835955143,0.0,2.279277801513672,1.5904664993286133,0.0076043636711357636,False
TMEM63B,-0.012658379971981049,-0.015095926821231842,-0.25509682297706604,0.21735842525959015,-0.08116333186626434,0.03884878568351269,0.0,0.0,43,False,0.02281593717634678,0.03189209848642349,0.0,3.4503796100616455,3.486968517303467,0.007344945706427098,False
RASEF,-0.002101656747981906,-0.009181910194456577,-0.35732948780059814,0.20930364727973938,-0.0934131033718586,0.10274038463830948,0.0,0.023255813953488372,43,False,0.017980186268687248,0.03952771797776222,0.0,0.15350548923015594,0.05650655925273895,0.0072898441167591616,False
MRC2,-0.012403130531311035,-0.007707578595727682,-0.2449692338705063,0.20508286356925964,-0.09313252568244934,0.06186569482088089,0.0,0.0,43,False,0.022854559123516083,0.03191118314862251,0.0,4.264813423156738,4.336858749389648,0.007246708124876022,False
C1ORF53,0.021773694083094597,-0.008316615596413612,-0.40591731667518616,0.32522934675216675,-0.11356397345662117,0.10754003748297691,0.0,0.06976744186046512,43,False,0.01820787601172924,0.049266111105680466,0.0,1.9079163074493408,1.9208319187164307,0.007064798340028108,False
TFCP2L1,-0.011750518344342709,-0.014015188440680504,-0.2667681872844696,0.2839471995830536,-0.09998389333486557,0.05121161974966526,0.0,0.0,43,False,0.023030193522572517,0.03179001063108444,0.0,0.5898886919021606,0.038010239601135254,0.0070032266899943355,False
TMEM150A,-0.0012055247789248824,0.007230538409203291,-0.38777416944503784,0.3008749485015869,-0.061612311750650406,0.07745622098445892,0.0,0.023255813953488372,43,False,0.018651338294148445,0.03479455038905144,0.0,3.081512689590454,3.1323556900024414,0.006998506531682472,False
PSORS1C1,-0.0010748266940936446,-0.0028935414738953114,-0.33251869678497314,0.21307627856731415,-0.048950983211398125,0.06731364503502846,0.0,0.023255813953488372,43,False,0.018702665343880653,0.027995320037007332,0.0,0.10243453830480576,0.05571754276752472,0.006951360002723198,False
GOLM1,-0.01192536111921072,-0.005367451347410679,-0.26775646209716797,0.22253592312335968,-0.06177389994263649,0.052506256848573685,0.0,0.0,43,False,0.018589159473776817,0.028432918712496758,0.0,3.752514600753784,4.1223835945129395,0.00662906039506197,False
ITIH4,0.0001627819729037583,0.005794163327664137,-0.39884960651397705,0.2913248538970947,-0.04770918749272823,0.05847028084099293,0.0,0.023255813953488372,43,False,0.016659801825881004,0.030992770567536354,0.0,1.086107850074768,0.9984932541847229,0.006252030184124272,False
FGF18,0.0014045588904991746,-0.002336515113711357,-0.3527660071849823,0.3115743100643158,-0.075240358710289,0.07401291280984879,0.0,0.023255813953488372,43,False,0.02068513073027134,0.03742106258869171,0.0,0.0989144816994667,0.06345456838607788,0.006157852307525138,False
WFDC2,0.0009383547585457563,0.007565673906356096,-0.31497564911842346,0.2625228762626648,-0.03513330593705177,0.06512168422341347,0.0,0.023255813953488372,43,False,0.018288832157850266,0.026491450145840645,0.0,0.20579664409160614,0.16431063413619995,0.006104704103064399,False
TNC,-0.009828124195337296,-0.00024271132133435458,-0.27916520833969116,0.384824275970459,-0.06607245281338692,0.07494978606700897,0.0,0.0,43,False,0.019266946241259575,0.028599079698324203,0.0,0.463989794254303,0.22648704051971436,0.005857944302260876,False
DPP4,-0.00891928281635046,0.009157872758805752,-0.14468780159950256,0.30985110998153687,-0.06850839406251907,0.06400538794696331,0.0,0.0,43,False,0.02193429134786129,0.025489317253232002,0.0,0.8242244720458984,0.1904170662164688,0.005761142261326313,False
SLC43A1,0.013577776961028576,-0.0017299400642514229,-0.36915168166160583,0.2585914134979248,-0.08203001692891121,0.0993751510977745,0.0,0.046511627906976744,43,False,0.01812240667641163,0.042075902223587036,0.0,5.093845367431641,5.327083110809326,0.00568345546462508,False
TLE6,-0.008737104944884777,0.012948116287589073,-0.26805976033210754,0.18854068219661713,-0.06379275023937225,0.11392247304320335,0.0,0.0,43,False,0.017322301864624023,0.02416677586734295,0.0,1.171433925628662,0.7021347284317017,0.005227072164416313,False
GGT5,-0.008674567565321922,0.0038761559408158064,-0.29378601908683777,0.2787310481071472,-0.05253850296139717,0.08657136559486389,0.0,0.0,43,False,0.017529962584376335,0.029847685247659683,0.0,2.467662811279297,2.6037354469299316,0.005222823284566403,False
GPC6,-0.007510522846132517,-0.015298278070986271,-0.22994960844516754,0.2625800371170044,-0.07432229444384575,0.03512556478381157,0.0,0.0,43,False,0.020983660593628883,0.031886909157037735,0.0,0.6985667943954468,0.03283603489398956,0.005102575197815895,False
RBPMS,0.020063400268554688,0.01953038200736046,-0.5117185711860657,0.27161067724227905,-0.06980659812688828,0.15124425292015076,0.023255813953488372,0.023255813953488372,43,False,0.012819337658584118,0.040094729512929916,0.023255813953488372,1.4511382579803467,1.1801278591156006,0.004884480635180722,False
SLC25A4,-0.005847593769431114,0.003586751176044345,-0.18350966274738312,0.2342827022075653,-0.03970097564160824,0.038501900620758533,0.0,0.0,43,False,0.0232575424015522,0.02567972056567669,0.0,2.9336142539978027,3.3089921474456787,0.004664791747927666,False
EPHB4,-0.006786963902413845,0.008454936556518078,-0.24338988959789276,0.32161155343055725,-0.0908423475921154,0.07645361497998238,0.0,0.0,43,False,0.018969204276800156,0.0285192783921957,0.0,3.428431749343872,3.742633819580078,0.004611705988645554,False
