gene,median_effect,mean_effect,min_effect,max_effect,q25_effect,q75_effect,frac_dep_lt_minus05,frac_dep_lt_minus03,n_cell_lines,is_strongly_essential,dep_prob_median,dep_prob_mean,frac_prob_gt_05,aml_mean_tpm_log1p,aml_median_tpm_log1p,rank_score,is_known_aml_target
SPTB,-0.11895447969436646,-0.12072628736495972,-0.24221369624137878,0.06646719574928284,-0.16502220183610916,-0.07084451243281364,0.0,0.0,43,False,0.06060805916786194,0.06645214557647705,0.0,1.6825472116470337,1.2156100273132324,0.05364259779453277,False
HOOK1,-0.07151465862989426,-0.08075476437807083,-0.6016952991485596,0.2353513389825821,-0.12861931324005127,-0.0006445635808631778,0.023255813953488372,0.06976744186046512,43,False,0.03857909142971039,0.0679209977388382,0.023255813953488372,1.036527156829834,0.11655765026807785,0.053394005153068275,False
CFH,-0.03857804834842682,-0.0710943266749382,-0.5106703042984009,0.454659104347229,-0.14257870614528656,0.026201579719781876,0.023255813953488372,0.13953488372093023,43,False,0.026012305170297623,0.08156761527061462,0.023255813953488372,2.9748692512512207,2.7744641304016113,0.05291617078663305,False
RAB3D,-0.09022334963083267,-0.10050689429044724,-0.6081883311271667,0.17924652993679047,-0.15562500059604645,-0.010781467892229557,0.023255813953488372,0.023255813953488372,43,False,0.050764329731464386,0.07543463259935379,0.023255813953488372,2.640329122543335,2.948748826980591,0.05279367980222369,False
PLTP,-0.10719543695449829,-0.07658721506595612,-0.33626335859298706,0.21772317588329315,-0.16284795850515366,0.02489631250500679,0.0,0.023255813953488372,43,False,0.05186368152499199,0.07396586239337921,0.0,4.331525802612305,4.655882835388184,0.05271570572499619,False
KDF1,-0.08517865836620331,-0.08050508052110672,-0.4895264208316803,0.23173728585243225,-0.1568203791975975,-0.001224210202053655,0.0,0.06976744186046512,43,False,0.044722460210323334,0.07108158618211746,0.0,0.11394485086202621,0.04298536106944084,0.052497197739606684,False
SLC25A18,-0.07487048953771591,-0.08736739307641983,-0.4576414227485657,0.22240030765533447,-0.15370315313339233,-0.006466062972322106,0.0,0.09302325581395349,43,False,0.037092920392751694,0.0711606815457344,0.0,0.24355308711528778,0.1673155128955841,0.05226213901715224,False
SSH3,-0.08326961100101471,-0.09538786113262177,-0.445627897977829,0.22913655638694763,-0.18570000678300858,-0.027674692682921886,0.0,0.06976744186046512,43,False,0.04959274083375931,0.07703731954097748,0.0,2.5689849853515625,2.778960704803467,0.05222060685587484,False
NPHP1,-0.08435291796922684,-0.09628915041685104,-0.4523431956768036,0.34544795751571655,-0.15881093591451645,-0.031022210605442524,0.0,0.06976744186046512,43,False,0.04338240996003151,0.07153651118278503,0.0,0.6296209096908569,0.33441752195358276,0.052032896555786905,False
TSTD1,-0.0839509516954422,-0.08887901157140732,-0.3679684102535248,0.41876405477523804,-0.1716565638780594,-0.03191172890365124,0.0,0.06976744186046512,43,False,0.04298742115497589,0.0700891762971878,0.0,1.9619535207748413,0.8031420707702637,0.0518326111657675,False
PRKCZ,-0.10519620031118393,-0.09776574373245239,-0.38896775245666504,0.19643734395503998,-0.152176134288311,-0.03744930401444435,0.0,0.023255813953488372,43,False,0.05099444091320038,0.06893889605998993,0.0,1.4484508037567139,1.0331826210021973,0.05182908700649128,False
AZGP1,-0.11552878469228745,-0.10289028286933899,-0.2554088532924652,0.09079833328723907,-0.1637941151857376,-0.04714320972561836,0.0,0.0,43,False,0.0545562319457531,0.0642000138759613,0.0,0.4455874562263489,0.1417313814163208,0.05166713707149029,False
CRACR2B,-0.09461607784032822,-0.09299590438604355,-0.35261595249176025,0.15486276149749756,-0.18580694496631622,-0.008065002039074898,0.0,0.046511627906976744,43,False,0.0431886725127697,0.07716993987560272,0.0,2.57612681388855,2.8583507537841797,0.051467623968803604,False
HSD11B2,-0.08402051776647568,-0.07897293567657471,-0.35098567605018616,0.28435248136520386,-0.14644868671894073,-0.03714861162006855,0.0,0.06976744186046512,43,False,0.03821805492043495,0.057007528841495514,0.0,0.547832190990448,0.2815811038017273,0.05138350097072679,False
SELENBP1,-0.07275819033384323,-0.09135553985834122,-0.45091482996940613,0.1768619418144226,-0.1365158036351204,-0.028479396365582943,0.0,0.09302325581395349,43,False,0.03626047819852829,0.06688471138477325,0.0,1.8394886255264282,0.206120103597641,0.05133397511618082,False
TMEM98,-0.10458175092935562,-0.0759398490190506,-0.3524417579174042,0.20161667466163635,-0.14815205335617065,-0.004210432874970138,0.0,0.023255813953488372,43,False,0.045880477875471115,0.059651173651218414,0.0,1.765930414199829,0.2522674798965454,0.05107191094998703,False
FKBP9,-0.09222041815519333,-0.08623659610748291,-0.3499445915222168,0.19591225683689117,-0.16248803585767746,-0.008246093522757292,0.0,0.046511627906976744,43,False,0.04843231663107872,0.06257127225399017,0.0,3.338254928588867,3.4473841190338135,0.05103372450658055,False
PXMP2,-0.1045740470290184,-0.07400470972061157,-0.3448084890842438,0.31568092107772827,-0.16599401831626892,-0.003463524393737316,0.0,0.023255813953488372,43,False,0.04374866560101509,0.06151256337761879,0.0,4.601720809936523,4.636783599853516,0.05085564816240655,False
JUP,-0.08131898194551468,-0.08624070137739182,-0.4187098741531372,0.16047263145446777,-0.12756560370326042,-0.029477939940989017,0.0,0.06976744186046512,43,False,0.041615694761276245,0.06134435161948204,0.0,4.451487064361572,4.848198890686035,0.050642650626426526,False
MXRA8,-0.07011448591947556,-0.0745863988995552,-0.45213454961776733,0.331584095954895,-0.15935999900102615,0.010296683758497238,0.0,0.09302325581395349,43,False,0.034282248467206955,0.07347466051578522,0.0,2.4517452716827393,2.2490241527557373,0.05007867037730162,False
PCDH7,-0.1109919622540474,-0.07084202766418457,-0.28726091980934143,0.5013464093208313,-0.17510953545570374,0.016723758075386286,0.0,0.0,43,False,0.0565430112183094,0.06916727125644684,0.0,0.1393212378025055,0.0732041522860527,0.0500510860234499,False
EMID1,-0.07474034279584885,-0.07473955303430557,-0.656686007976532,0.27451667189598083,-0.13690422475337982,0.004250822588801384,0.023255813953488372,0.046511627906976744,43,False,0.037934742867946625,0.07157436013221741,0.023255813953488372,3.570885181427002,3.7053775787353516,0.049968681172576065,False
ARPC1A,-0.08890882134437561,-0.08349999040365219,-0.3465346693992615,0.15030445158481598,-0.1513383388519287,-0.02047942765057087,0.0,0.046511627906976744,43,False,0.04265819862484932,0.06130259111523628,0.0,5.4584245681762695,5.415082931518555,0.04913167398163053,False
SLC44A4,-0.09904814511537552,-0.08867572993040085,-0.366676390171051,0.1798180490732193,-0.13433770835399628,-0.04161431826651096,0.0,0.023255813953488372,43,False,0.046383075416088104,0.06258916109800339,0.0,0.31354838609695435,0.06750807911157608,0.048908728378456695,False
ANK3,-0.09688914567232132,-0.098640076816082,-0.40701591968536377,0.1219295933842659,-0.1530442088842392,-0.032600853592157364,0.0,0.023255813953488372,43,False,0.051888301968574524,0.0640001893043518,0.0,0.8060182332992554,0.28322485089302063,0.04859565125648366,False
PRR15L,-0.09613028168678284,-0.08404335379600525,-0.3964873254299164,0.17369551956653595,-0.1888664811849594,0.010662199929356575,0.0,0.023255813953488372,43,False,0.04220541939139366,0.0617394894361496,0.0,0.16920426487922668,0.14775730669498444,0.047323817404550175,False
ENAH,-0.08429382741451263,-0.06290198117494583,-0.3584153950214386,0.44347766041755676,-0.1670326441526413,0.01740533672273159,0.0,0.04878048780487805,41,False,0.03831148147583008,0.06972449272871017,0.0,2.5479023456573486,2.6749820709228516,0.047304776674363676,False
CDS1,-0.07182773947715759,-0.0729188323020935,-0.4413132667541504,0.22064386308193207,-0.1299816519021988,0.007975104730576277,0.0,0.06976744186046512,43,False,0.0377449169754982,0.06634856015443802,0.0,0.31265830993652344,0.1106652170419693,0.046459075860505884,False
SNX21,-0.04388853535056114,-0.06218305230140686,-0.5808591246604919,0.38021406531333923,-0.16589286178350449,0.04240318760275841,0.023255813953488372,0.09302325581395349,43,False,0.03056875243782997,0.08255501091480255,0.046511627906976744,1.151095986366272,1.1102015972137451,0.04619368473284466,False
VSIG10,-0.08280212432146072,-0.05238794907927513,-0.32670772075653076,0.24067005515098572,-0.13297266513109207,0.015817652456462383,0.0,0.046511627906976744,43,False,0.03717879205942154,0.055383678525686264,0.0,2.9442994594573975,2.8132691383361816,0.04614105451592179,False
AK1,-0.09211963415145874,-0.09715790301561356,-0.3280419707298279,0.09796888381242752,-0.14983440935611725,-0.033458732068538666,0.0,0.023255813953488372,43,False,0.044382866472005844,0.06928674876689911,0.0,2.9271082878112793,2.9068493843078613,0.045937303098481756,False
COL18A1,-0.10051684081554413,-0.09509272128343582,-0.2959004342556,0.2465321570634842,-0.16576094180345535,-0.027538873255252838,0.0,0.0,43,False,0.053412456065416336,0.06292223185300827,0.0,2.776505708694458,2.3466901779174805,0.04554798193275929,False
PHYHD1,-0.08036069571971893,-0.08498772978782654,-0.36822739243507385,0.22423876821994781,-0.1552061215043068,-0.013418769929558039,0.0,0.046511627906976744,43,False,0.040756914764642715,0.0696372464299202,0.0,0.3040739893913269,0.1288962960243225,0.04552229534574719,False
TMC4,-0.09180358052253723,-0.09465832263231277,-0.3396640419960022,0.0768633484840393,-0.16418302804231644,-0.021110021509230137,0.0,0.023255813953488372,43,False,0.041259944438934326,0.0629020631313324,0.0,0.6849357485771179,0.6323920488357544,0.045498589443606,False
TCAF1,-0.08817467093467712,-0.07201407104730606,-0.43409663438796997,0.23189903795719147,-0.16721700876951218,0.036557892337441444,0.0,0.023255813953488372,43,False,0.04637865722179413,0.07115788757801056,0.0,3.302349805831909,3.573517084121704,0.04455889688674794,False
DUSP14,-0.0901549905538559,-0.0844976156949997,-0.46558132767677307,0.11990396678447723,-0.1319740265607834,-0.023509345017373562,0.0,0.023255813953488372,43,False,0.03776165470480919,0.06499442458152771,0.023255813953488372,3.753667116165161,3.700582504272461,0.04448932448272095,False
LCN2,-0.0773734375834465,-0.09567835927009583,-0.49716389179229736,0.23973266780376434,-0.16727375984191895,-0.03208954352885485,0.0,0.046511627906976744,43,False,0.0421951524913311,0.0766444131731987,0.023255813953488372,1.1294986009597778,0.5832151174545288,0.044471215863907065,False
PODNL1,-0.04598460718989372,-0.06505689024925232,-0.4270503520965576,0.25715380907058716,-0.14628353714942932,0.02271515317261219,0.0,0.11627906976744186,43,False,0.026423953473567963,0.06840643286705017,0.0,0.6196471452713013,0.5094124674797058,0.04429205217680266,False
CDC42BPA,-0.08846241980791092,-0.07866711914539337,-0.35800594091415405,0.15660254657268524,-0.1170094944536686,-0.018967121839523315,0.0,0.023255813953488372,43,False,0.03877716511487961,0.05408967286348343,0.0,2.1928513050079346,1.9584288597106934,0.04391384722535,False
RAB25,-0.09745863080024719,-0.07958497107028961,-0.2708684504032135,0.7644209861755371,-0.16753514856100082,-0.021033906377851963,0.0,0.0,43,False,0.04899154230952263,0.061330053955316544,0.0,0.3641934394836426,0.30148130655288696,0.04388260655105114,False
BTBD2,-0.08765741437673569,-0.08653886616230011,-0.31607329845428467,0.14376848936080933,-0.17375381290912628,-0.009891187539324164,0.0,0.023255813953488372,43,False,0.04054819047451019,0.06063627824187279,0.0,5.263926029205322,5.279454231262207,0.04376894758884297,False
MGLL,-0.08514519780874252,-0.08884064853191376,-0.45828911662101746,0.19034484028816223,-0.19469953328371048,-0.02497351448982954,0.0,0.023255813953488372,43,False,0.048502907156944275,0.07763828337192535,0.023255813953488372,1.7934882640838623,1.122140645980835,0.04355953262988911,False
CSF1,-0.0882163792848587,-0.061390817165374756,-0.3003120422363281,0.3379795551300049,-0.1485445350408554,0.0004068608395755291,0.0,0.023255813953488372,43,False,0.035741597414016724,0.05748159810900688,0.0,1.686838150024414,1.0718369483947754,0.043511874246042824,False
LAMB2,-0.07508725672960281,-0.07301801443099976,-0.3951336145401001,0.24589791893959045,-0.15168796479701996,0.023724010214209557,0.0,0.046511627906976744,43,False,0.03905005007982254,0.05869893729686737,0.0,2.3536505699157715,1.2153730392456055,0.043242233281218734,False
HTRA1,-0.08526381850242615,-0.06955006718635559,-0.4023960828781128,0.2782064378261566,-0.14998061209917068,-0.011107358615845442,0.0,0.023255813953488372,43,False,0.04477352276444435,0.05413651093840599,0.0,0.4325382113456726,0.16329282522201538,0.04323404246811257,False
BCL2L15,-0.08535880595445633,-0.07526115328073502,-0.3356040418148041,0.18249037861824036,-0.1261536180973053,-0.03110874630510807,0.0,0.023255813953488372,43,False,0.04055754467844963,0.05042082816362381,0.0,0.378357470035553,0.331307053565979,0.04285043964032517,False
GPSM2,-0.08422067016363144,-0.08603033423423767,-0.32375913858413696,0.13784290850162506,-0.12696989625692368,-0.04300917685031891,0.0,0.023255813953488372,43,False,0.044635266065597534,0.053817298263311386,0.0,3.777261734008789,3.793489456176758,0.042802957462710005,False
ST7,-0.06353140622377396,-0.0648123100399971,-0.42786943912506104,0.1800927221775055,-0.12446298077702522,0.019441491924226284,0.0,0.06976744186046512,43,False,0.03227446973323822,0.060602106153964996,0.0,3.804241895675659,3.7411322593688965,0.04259349783492643,False
PTPRG,-0.0733591616153717,-0.06183857098221779,-0.31757840514183044,0.17555242776870728,-0.11887382343411446,0.01759320218116045,0.0,0.046511627906976744,43,False,0.03822152316570282,0.05318500101566315,0.0,1.555924654006958,1.1825875043869019,0.04246814254411431,False
MAFK,-0.052580419927835464,-0.06049923598766327,-0.3832892179489136,0.2601962983608246,-0.17249678075313568,0.029476425610482693,0.0,0.09302325581395349,43,False,0.027841271832585335,0.07696676254272461,0.0,3.4238228797912598,3.394148349761963,0.04242094631718342,False
CTNNB1,-0.09494947642087936,-0.0854203850030899,-0.29982250928878784,0.18298719823360443,-0.12905310094356537,-0.041125742718577385,0.0,0.0,43,False,0.04294055700302124,0.05387621000409126,0.0,6.492651462554932,6.555804252624512,0.042273846268653874,False
ENPP3,-0.08245179802179337,-0.07585609704256058,-0.37568703293800354,0.1770906001329422,-0.12117506563663483,-0.023903868161141872,0.0,0.023255813953488372,43,False,0.045061979442834854,0.05256137251853943,0.0,1.2139685153961182,0.281322717666626,0.04213807994369851,False
NR2F6,-0.08504005521535873,-0.07446210086345673,-0.3275783061981201,0.19959339499473572,-0.14778827130794525,-0.006771032698452473,0.0,0.023255813953488372,43,False,0.03453720733523369,0.06270076334476471,0.0,3.7940616607666016,3.6156411170959473,0.04212090561036454,False
OBSL1,-0.07347505539655685,-0.05138751491904259,-0.36777523159980774,0.2818479537963867,-0.1499152034521103,0.03897360898554325,0.0,0.046511627906976744,43,False,0.03369925543665886,0.05922340229153633,0.0,3.311833143234253,3.7134602069854736,0.042062273283683976,False
MAP1LC3A,-0.06050488352775574,-0.07833529263734818,-0.3814602196216583,0.1943603903055191,-0.13181538879871368,0.001736483070999384,0.0,0.06976744186046512,43,False,0.03887823596596718,0.06699860841035843,0.0,0.8168628811836243,0.09809833765029907,0.042043265379792034,False
CHMP4C,-0.07121315598487854,-0.07775000482797623,-0.4311274290084839,0.21664445102214813,-0.140553317964077,-0.009870306588709354,0.0,0.046511627906976744,43,False,0.04141465947031975,0.06892181187868118,0.0,0.8400384187698364,0.12687329947948456,0.041929053922378744,False
FAM83H,-0.06157749518752098,-0.059406835585832596,-0.3584405183792114,0.26328638195991516,-0.12822262942790985,0.02045472338795662,0.0,0.06976744186046512,43,False,0.03282441943883896,0.05063599720597267,0.0,2.018571138381958,2.0859365463256836,0.04186692839098531,False
CRABP2,-0.04550216346979141,-0.06556462496519089,-0.5430421233177185,0.2137763649225235,-0.14830861240625381,0.03566441312432289,0.023255813953488372,0.06976744186046512,43,False,0.026463832706212997,0.06316810101270676,0.0,1.0734819173812866,0.773691713809967,0.041777481216677397,False
TJP3,-0.060000207275152206,-0.04795954003930092,-0.354134738445282,0.25822630524635315,-0.1678418442606926,0.0842081680893898,0.0,0.06976744186046512,43,False,0.03417167440056801,0.06463809311389923,0.0,0.6866608262062073,0.3653414845466614,0.041370738722210705,False
KLHDC10,-0.08105169236660004,-0.07950699329376221,-0.3388718366622925,0.13495203852653503,-0.14689011871814728,-0.010307613294571638,0.0,0.023255813953488372,43,False,0.0396590530872345,0.056586943566799164,0.0,3.722398281097412,3.7514491081237793,0.04103774504606114,False
PARD3,-0.08079156279563904,-0.06148872151970863,-0.332825630903244,0.21890950202941895,-0.12857535853981972,0.004127313382923603,0.0,0.023255813953488372,43,False,0.03853173926472664,0.04888755828142166,0.0,2.1068801879882812,1.7260351181030273,0.04082096183542595,False
LETMD1,-0.057859793305397034,-0.04162544384598732,-0.3810445964336395,0.4728164076805115,-0.10925846174359322,0.015030354727059603,0.0,0.06976744186046512,43,False,0.03410155698657036,0.061156146228313446,0.0,6.467320442199707,6.533910274505615,0.04050756139290887,False
TCTN1,-0.06841003149747849,-0.07838816195726395,-0.32488542795181274,0.23327116668224335,-0.1568828821182251,0.0015229395939968526,0.0,0.046511627906976744,43,False,0.035535503178834915,0.0646398738026619,0.0,2.797269582748413,2.886925220489502,0.04021988849827023,False
ELF3,-0.06749016046524048,-0.07438381016254425,-0.3194510042667389,0.19212962687015533,-0.13349150866270065,-0.010999808553606272,0.0,0.046511627906976744,43,False,0.0376775823533535,0.056693483144044876,0.0,0.6235392689704895,0.5469673275947571,0.040066148002826894,False
SPACA9,-0.07776680588722229,-0.06576629728078842,-0.41242268681526184,0.1617531031370163,-0.13242946565151215,-0.018756762146949768,0.0,0.023255813953488372,43,False,0.03624244034290314,0.05361169949173927,0.0,1.1898880004882812,1.0125133991241455,0.0393821291798769,False
SYNE4,-0.06581145524978638,-0.07919275760650635,-0.46300384402275085,0.168679878115654,-0.1488604098558426,0.002314838580787182,0.0,0.046511627906976744,43,False,0.03530200198292732,0.06835654377937317,0.0,0.5050461888313293,0.42599043250083923,0.03915710787960263,False
B3GALNT1,-0.0773758515715599,-0.06968338787555695,-0.32354435324668884,0.14322206377983093,-0.1338566392660141,0.002754498738795519,0.0,0.023255813953488372,43,False,0.03370893374085426,0.0539228692650795,0.0,1.7472957372665405,0.644792377948761,0.03897239679340707,False
ADPRHL1,-0.06524448096752167,-0.05610885098576546,-0.3680553138256073,0.20377418398857117,-0.11732225492596626,0.005221934989094734,0.0,0.046511627906976744,43,False,0.03561153635382652,0.052082888782024384,0.0,1.1625072956085205,0.9263076782226562,0.03896127160378667,False
TGFB2,-0.05383678153157234,-0.06531736254692078,-0.4558086693286896,0.20117764174938202,-0.1283269301056862,0.03227798081934452,0.0,0.06976744186046512,43,False,0.03260055184364319,0.06973214447498322,0.0,0.3873577117919922,0.18319904804229736,0.03874825616908628,False
TM4SF1,-0.05279017239809036,-0.06745993345975876,-0.34832486510276794,0.17699560523033142,-0.13949915766716003,0.02564376499503851,0.0,0.06976744186046512,43,False,0.033545855432748795,0.058497097343206406,0.0,1.8874361515045166,1.0216413736343384,0.03842414287460405,False
TRIP10,-0.05322651565074921,-0.052794285118579865,-0.33902814984321594,0.2343968003988266,-0.17419392615556717,0.06459262408316135,0.0,0.06976744186046512,43,False,0.03142706677317619,0.05969841405749321,0.0,3.782710552215576,3.7122621536254883,0.03838680130971033,False
DCLK1,-0.06370467692613602,-0.06661994755268097,-0.4739462733268738,0.20458555221557617,-0.18860995769500732,0.04267941601574421,0.0,0.046511627906976744,43,False,0.03533023223280907,0.0678975060582161,0.023255813953488372,0.13692356646060944,0.01726602017879486,0.038317219575130665,False
NTHL1,-0.019546421244740486,-0.04432085156440735,-0.3935018479824066,0.38174599409103394,-0.1672811657190323,0.05183171667158604,0.0,0.13953488372093023,43,False,0.02452854998409748,0.06656842678785324,0.0,4.603091239929199,4.586207389831543,0.03817840024049199,False
RPS6KA2,-0.07362418621778488,-0.07480668276548386,-0.44209781289100647,0.17714034020900726,-0.16247212141752243,0.029909666627645493,0.0,0.023255813953488372,43,False,0.04058514162898064,0.06392278522253036,0.0,1.3042562007904053,0.9254801273345947,0.03815935144070969,False
OSBPL10,-0.08327478915452957,-0.07216764241456985,-0.2665477395057678,0.11953067779541016,-0.12102863192558289,-0.01821715058758855,0.0,0.0,43,False,0.04041234776377678,0.04871155321598053,0.0,0.51276695728302,0.17466795444488525,0.037351150438189505,False
TESMIN,-0.07130789756774902,-0.08002693951129913,-0.3477189242839813,0.22362513840198517,-0.1812891811132431,0.014299874193966389,0.0,0.023255813953488372,43,False,0.04079601913690567,0.068159319460392,0.0,3.8678812980651855,3.716585636138916,0.03725392373148785,False
EBPL,-0.05010571703314781,-0.04403902590274811,-0.34886273741722107,0.359751433134079,-0.1349187269806862,0.03926270455121994,0.0,0.06976744186046512,43,False,0.028104009106755257,0.06184864044189453,0.0,6.237439155578613,6.253076553344727,0.036806176096027675,False
SOX9,-0.07088080793619156,-0.0841221734881401,-0.45310306549072266,0.08713669329881668,-0.13315831124782562,-0.015500047244131565,0.0,0.023255813953488372,43,False,0.037740807980298996,0.0596880204975605,0.0,0.15740910172462463,0.04990275949239731,0.0367775667632042,False
NEURL2,-0.05901995673775673,-0.06066920980811119,-0.3558582663536072,0.3539593517780304,-0.13001703470945358,-0.0018284870311617851,0.0,0.046511627906976744,43,False,0.03502243012189865,0.054451216012239456,0.0,1.14553964138031,1.0739068984985352,0.03641255128868791,False
NUDT13,-0.05784900113940239,-0.06985020637512207,-0.4435257911682129,0.26031988859176636,-0.1188129223883152,-0.005417131586000323,0.0,0.046511627906976744,43,False,0.03372263163328171,0.06206784024834633,0.0,1.8762099742889404,1.8436195850372314,0.03581418920048447,False
USP46,-0.05697904899716377,-0.054428353905677795,-0.4978904128074646,0.5010129809379578,-0.10030157119035721,0.009606379084289074,0.0,0.046511627906976744,43,False,0.03516282141208649,0.05697719007730484,0.0,2.8891501426696777,3.0746653079986572,0.03561022732146951,False
C1S,-0.06842797249555588,-0.06305993348360062,-0.3094838261604309,0.14956556260585785,-0.14450319111347198,0.00018589821411296725,0.0,0.023255813953488372,43,False,0.03495993837714195,0.057700611650943756,0.0,1.259031891822815,1.0406272411346436,0.03551834562663422,False
FKBP7,-0.046277232468128204,-0.04737209156155586,-0.32705003023147583,0.27069932222366333,-0.10091674700379372,0.025533602572977543,0.0,0.06976744186046512,43,False,0.028466207906603813,0.051860321313142776,0.0,3.129650592803955,2.9744679927825928,0.03531100215000468,False
DIRAS3,-0.07748712599277496,-0.08583321422338486,-0.2597271800041199,0.1251641809940338,-0.1472230777144432,-0.021771385334432125,0.0,0.0,43,False,0.04288211464881897,0.0544537715613842,0.0,0.3009275794029236,0.04445842653512955,0.035283061861991885,False
HIP1R,-0.07589871436357498,-0.08786206692457199,-0.2838102877140045,0.2068731188774109,-0.14601238816976547,-0.045472487807273865,0.0,0.0,43,False,0.04691122844815254,0.05599813535809517,0.0,2.260258913040161,2.310703754425049,0.03505060859024525,False
CAMK2N1,-0.07860776036977768,-0.05754772946238518,-0.2781119644641876,0.14325696229934692,-0.11732632294297218,0.009431863203644753,0.0,0.0,43,False,0.03536951541900635,0.04457159712910652,0.0,1.1014131307601929,0.26877734065055847,0.034980055689811704,False
ATG10,-0.06616608798503876,-0.059377048164606094,-0.36708715558052063,0.3255670666694641,-0.16035529971122742,0.013403113465756178,0.0,0.023255813953488372,43,False,0.03561414033174515,0.057742178440093994,0.0,3.124607563018799,3.1521880626678467,0.03467901201788769,False
LRRC75B,-0.05445428937673569,-0.0706121101975441,-0.4544399678707123,0.24413728713989258,-0.12973356246948242,-0.017591220326721668,0.0,0.046511627906976744,43,False,0.034870244562625885,0.06077248603105545,0.0,1.8501869440078735,1.9217784404754639,0.034571065788352215,False
TGFB1I1,-0.02827807329595089,-0.029740624129772186,-0.5734959244728088,0.3145560026168823,-0.09699419140815735,0.05442092753946781,0.023255813953488372,0.06976744186046512,43,False,0.022678783163428307,0.06565098464488983,0.023255813953488372,1.795000433921814,1.1216576099395752,0.03450934019286272,False
FGFRL1,-0.07561254501342773,-0.0698440819978714,-0.29300227761268616,0.12574274837970734,-0.13809260725975037,0.0022554518654942513,0.0,0.0,43,False,0.03980458527803421,0.05466136708855629,0.0,2.9746499061584473,3.1599440574645996,0.034225476533174516,False
TMEM129,-0.04311102256178856,-0.036445438861846924,-0.3788639008998871,0.27909570932388306,-0.13061987608671188,0.06589397974312305,0.0,0.06976744186046512,43,False,0.02991446852684021,0.0558248832821846,0.0,4.182553291320801,4.09741735458374,0.034189344249492465,False
C7ORF50,-0.06413716077804565,-0.06196306645870209,-0.3541240692138672,0.4459073841571808,-0.165889173746109,0.0240143034607172,0.0,0.023255813953488372,43,False,0.03407492861151695,0.06632804125547409,0.0,4.789045810699463,4.777895450592041,0.03371351996306763,False
FJX1,-0.0638580396771431,-0.05914093554019928,-0.3113212585449219,0.16731171309947968,-0.11316738650202751,0.001120766217354685,0.0,0.023255813953488372,43,False,0.03328676149249077,0.05220111459493637,0.0,1.403224229812622,0.8323793411254883,0.03352305481080399,False
FOLR1,-0.07285479456186295,-0.051488373428583145,-0.27369487285614014,0.21147865056991577,-0.13210543990135193,0.005789498798549175,0.0,0.0,43,False,0.04079980403184891,0.04645301029086113,0.0,0.32357463240623474,0.07876276224851608,0.03322189822793007,False
RTN4RL2,-0.06291922926902771,-0.06240956112742424,-0.3890971541404724,0.2972213625907898,-0.13638868182897568,0.01777502056211233,0.0,0.023255813953488372,43,False,0.033026691526174545,0.05573179945349693,0.0,2.4038875102996826,2.3325092792510986,0.033121523650926216,False
SLC39A4,-0.0502919927239418,-0.05954381451010704,-0.34882795810699463,0.21992044150829315,-0.14171332120895386,0.03288732282817364,0.0,0.046511627906976744,43,False,0.036701351404190063,0.059958286583423615,0.0,5.453900337219238,5.6852521896362305,0.033089257811391076,False
ATP11A,-0.07290893793106079,-0.042672716081142426,-0.25384432077407837,0.2525475323200226,-0.13184918835759163,0.05782117880880833,0.0,0.0,43,False,0.039162199944257736,0.04671443998813629,0.0,4.228486061096191,4.48360538482666,0.03307979516685009,False
TNNT1,-0.06210184097290039,-0.06133655458688736,-0.4272434413433075,0.21499820053577423,-0.16491539776325226,0.04683508165180683,0.0,0.023255813953488372,43,False,0.03474902734160423,0.06468288600444794,0.0,4.077808380126953,4.479527473449707,0.032966801914018254,False
AGBL5,-0.050705086439847946,-0.0676165446639061,-0.3919183909893036,0.20519475638866425,-0.14601122587919235,0.025351417250931263,0.0,0.046511627906976744,43,False,0.033689290285110474,0.060029804706573486,0.0,4.2232770919799805,4.397150039672852,0.03295328918584557,False
SSBP2,-0.06153516843914986,-0.07774079591035843,-0.32201865315437317,0.15221160650253296,-0.13271299749612808,-0.006948597263544798,0.0,0.023255813953488372,43,False,0.03677614405751228,0.060471128672361374,0.0,4.29276180267334,4.331082820892334,0.032942844572108845,False
TCEA2,-0.05087834596633911,-0.05379345268011093,-0.3669603765010834,0.1593286693096161,-0.10011963918805122,0.013209100347012281,0.0,0.046511627906976744,43,False,0.030764328315854073,0.05047024041414261,0.0,3.8678131103515625,4.030539512634277,0.032730096799516405,False
SIX5,-0.04050599783658981,-0.06500218063592911,-0.4144456386566162,0.16332554817199707,-0.13241640850901604,0.009324373211711645,0.0,0.06976744186046512,43,False,0.02436712197959423,0.057793766260147095,0.0,2.432447910308838,2.577909469604492,0.03259259970468837,False
CEP112,-0.03855692967772484,-0.04341905191540718,-0.3771809935569763,0.3661048412322998,-0.10605469718575478,0.027531150728464127,0.0,0.06976744186046512,43,False,0.029676394537091255,0.0483844168484211,0.0,0.4219655990600586,0.1127593144774437,0.03234389969689209,False
GUCY2D,-0.04980667307972908,-0.045295875519514084,-0.411940336227417,0.27200865745544434,-0.11727381125092506,0.030069627799093723,0.0,0.046511627906976744,43,False,0.030662456527352333,0.05297929048538208,0.0,0.11966574192047119,0.006947852671146393,0.03229124046602222,False
BOK,-0.061028897762298584,-0.044033147394657135,-0.3215990662574768,0.20965705811977386,-0.12406691536307335,0.03753768838942051,0.0,0.023255813953488372,43,False,0.028982581570744514,0.04732323810458183,0.0,0.48007988929748535,0.17217408120632172,0.03196098005269156,False
