sample_id	prob
META_664	0.45798185959302024
META_668	0.4622902271058869
META_671	0.5394147845172713
NORM_666	0.583976670935998
PRIM_665	0.579640127349591
PRIM_667	0.6311621715456481
AML_FH_5143_2	0.854173596822131
AML_FH_6088_3	0.8150535463775641
AML_FH_6088_2	0.8600903598268371
